gvkey,iid,gvkeyx,from,thru,conm,indextype,tic,spii,spmi,indexcat,co_conm,co_tic,co_cusip,co_cik,co_sic,co_naics
25279,1,3,19950224,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,BOSTON SCIENTIFIC CORP,BSX,101137107,885725,3845,334510
1704,1,3,19950316,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,APPLIED MATERIALS INC,AMAT,38222105,6951,3559,333242
2019,1,3,19950331,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,BANK OF NEW YORK MELLON CORP,BK,64058100,1390777,6020,522110
6781,1,3,19950510,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,LOEWS CORP,L,540424108,60086,6331,524126
31846,1,3,19950530,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,DARDEN RESTAURANTS INC,DRI,237194105,940944,5812,722511
28349,1,3,19950713,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,ALLSTATE CORP,ALL,20002101,899051,6331,524126
14590,2,3,19950731,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,FREEPORT-MCMORAN INC,FCX,35671D857,831259,1000,212234
12124,1,3,19950922,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,MORGAN STANLEY,MS,617446448,895421,6211,523110
4611,2,3,19951108,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,MACY'S INC,M,55616P104,794367,5311,452111
8455,1,3,19951127,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,PPL CORP,PPL,69351T106,922224,4911,2211
3231,1,3,19951201,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,COMERICA INC,CMA,200340107,28412,6020,522110
27914,1,3,19951201,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,HUMANA INC,HUM,444859102,49071,6324,621491
6529,1,3,19951214,20140507,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,LSI CORP,LSI.1,502161102,703360,3674,334413
61739,1,3,19951220,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,HARTFORD FINANCIAL SERVICES,HIG,416515104,874766,6331,524126
4640,1,3,19960308,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,FIFTH THIRD BANCORP,FITB,316773100,35527,6020,522110
12053,1,3,19960328,20160907,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,EMC CORP/MA,EMC,268648102,790070,3572,334112
3221,1,3,19960423,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,AON PLC,AON,G0408V102,315293,6411,524210
10530,1,3,19970102,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,THERMO FISHER SCIENTIFIC INC,TMO,883556102,97745,3826,334516
23809,1,3,19970102,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,AUTOZONE INC,AZO,53332102,866787,5531,441310
12540,1,3,19970506,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,ADOBE SYSTEMS INC,ADBE,00724F101,796343,7372,511210
2751,1,3,19970527,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,CARDINAL HEALTH INC,CAH,14149Y108,721371,5122,424210
13988,1,3,19970602,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,SCHWAB (CHARLES) CORP,SCHW,808513105,316709,6282,523920
4423,1,3,19970619,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,EQUIFAX INC,EFX,294429105,33185,7323,561450
1678,1,3,19970728,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,APACHE CORP,APA,37411105,6769,1311,211111
11923,1,3,19970728,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,ANADARKO PETROLEUM CORP,APC,32511107,773910,1311,211111
13341,1,3,19970804,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,PROGRESSIVE CORP-OHIO,PGR,743315103,80661,6331,524126
5786,1,3,19970806,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,HUNTINGTON BANCSHARES,HBAN,446150104,49196,6020,522110
10035,1,3,19970818,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,STATE STREET CORP,STT,857477103,93751,6020,523920
6304,1,3,19970915,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,KLA-TENCOR CORP,KLAC,482480100,319201,3827,333314
65417,1,3,19971007,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,YUM BRANDS INC,YUM,988498101,1041061,5812,722513
11856,1,3,19971204,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,BB&T CORP,BBT,54937107,92230,6020,522110
14824,1,3,19971218,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,CINCINNATI FINANCIAL CORP,CINF,172062101,20286,6331,524126
4066,1,3,19971224,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,OMNICOM GROUP,OMC,681919106,29989,7311,541810
7982,1,3,19980130,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,NORTHERN TRUST CORP,NTRS,665859104,73124,6020,522110
9555,1,3,19980401,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,SEALED AIR CORP,SEE,81211K100,1012100,3081,326113
4885,1,3,19980429,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,FRANKLIN RESOURCES INC,BEN,354613101,38777,6282,523920
28930,2,3,19980521,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,MARRIOTT INTL INC,MAR,571903202,1048286,7011,721110
30990,1,3,19980701,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,CAPITAL ONE FINANCIAL CORP,COF,14040H105,927628,6141,522210
10121,4,3,19980701,20180604,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,NAVIENT CORP,NAVI,63938C108,1593538,6111,522298
14477,1,3,19980717,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,WASTE MANAGEMENT INC,WM,94106L109,823768,4953,562111
25283,1,3,19980814,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,KOHL'S CORP,KSS,500255104,885639,5311,452111
4674,1,3,19980828,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,REGIONS FINANCIAL CORP,RF,7591EP100,1281761,6020,522110
8402,1,3,19981001,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,PAYCHEX INC,PAYX,704326107,723531,8721,541214
24216,1,3,19981002,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,AES CORP,AES,00130H105,874761,4991,22111
15521,1,3,19981007,20170917,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,STAPLES INC,SPLS,855030102,791519,5110,424120
12756,1,3,19981008,20160530,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,COCA-COLA EUROPEAN PARTNERS,CCE,G25839104,1650107,2086,312111
9359,1,3,19981113,20150126,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,SAFEWAY INC,SWY,786514208,86144,5411,445110
3735,1,3,19981118,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,DANAHER CORP,DHR,235851102,313616,3826,334516
13498,1,3,19981222,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,CARNIVAL CORP/PLC (USA),CCL,143658300,815097,4400,483112
4723,1,3,19990104,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,U S BANCORP,USB,902973304,36104,6020,522110
25056,1,3,19990104,20180619,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,TIME WARNER INC,TWX,887317303,1105705,4888,512110
7171,1,3,19990113,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,MCKESSON CORP,MCK,58155Q103,927653,5122,424210
2884,1,3,19990325,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,CENTURYLINK INC,CTL,156700106,18926,4813,517110
27845,1,3,19990412,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,ALLERGAN PLC,AGN,G0177J108,1578845,2834,325412
3439,1,3,19990503,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,CMS ENERGY CORP,CMS,125896100,811156,4931,22111
1449,1,3,19990528,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,AFLAC INC,AFL,1055102,4977,6321,524114
61591,1,3,19990625,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,NETAPP INC,NTAP,64110D104,1002047,3572,334112
2184,1,3,19990630,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,BEST BUY CO INC,BBY,86516101,764478,5731,443142
11228,1,3,19990701,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,VULCAN MATERIALS CO,VMC,929160109,1396009,1400,212319
24800,1,3,19990722,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,QUALCOMM INC,QCOM,747525103,804328,3674,334413
25338,1,3,19991001,20170725,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,BED BATH & BEYOND INC,BBBY,75896100,886158,5700,442299
1075,1,3,19991004,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,PINNACLE WEST CAPITAL CORP,PNW,723484101,764622,4911,2211
1632,1,3,19991012,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,ANALOG DEVICES,ADI,32654105,6281,3674,334413
12138,1,3,19991013,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,PRICE (T. ROWE) GROUP,TROW,74144T108,1113169,6282,523930
6649,1,3,19991018,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,LEGGETT & PLATT INC,LEG,524660107,58492,2510,337910
22325,1,3,19991108,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,XILINX INC,XLNX,983919101,743988,3674,334413
10453,1,3,19991115,20131222,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,TERADYNE INC,TER,880770102,97210,3825,334515
61676,1,3,19991201,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,CITRIX SYSTEMS INC,CTXS,177376100,877890,7372,511210
7506,1,3,19991201,20131209,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,MOLEX INC,MOLX,608554101,67472,3678,334417
62634,1,3,19991208,20170618,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,ALTABA INC,AABA,21346101,1011006,7370,519130
12389,1,3,20000131,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,HARLEY-DAVIDSON INC,HOG,412822108,793952,3751,336991
12216,1,3,20000403,20170312,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,LINEAR TECHNOLOGY CORP,LLTC,535678106,791907,3674,334413
14324,1,3,20000418,20151228,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,ALTERA CORP,ALTR.1,21441100,768251,3674,334413
126554,1,3,20000605,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,AGILENT TECHNOLOGIES INC,A,00846U101,1090872,3826,334516
25434,1,3,20000608,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,STARBUCKS CORP,SBUX,855244109,829224,5812,722513
13646,1,3,20000621,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,TIFFANY & CO,TIF,886547108,98246,5944,448310
66708,1,3,20000703,20160131,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,BROADCOM CORP,BRCM,111320107,1054374,3674,334413
29241,1,3,20000727,20131222,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,VIAVI SOLUTIONS INC,VIAV,925550105,912093,3576,334210
14934,1,3,20000830,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,DEVON ENERGY CORP,DVN,25179M103,1090012,1311,211111
139665,1,3,20001003,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,MOODY'S CORP,MCO,615369105,1059556,7323,561450
1661,1,3,20001018,20150322,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,NABORS INDUSTRIES LTD,NBR,G6359F103,1163739,1381,213111
7974,1,3,20001102,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,NISOURCE INC,NI,65473P105,1111711,4932,221210
16478,1,3,20001102,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,EOG RESOURCES INC,EOG,26875P101,821189,1311,211111
5723,1,3,20001117,20160922,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,STARWOOD HOTELS&RESORTS WRLD,HOT,85590A401,316206,7011,721110
4843,1,3,20001122,20140630,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,FOREST LABORATORIES  -CL A,FRX,345838106,38074,2834,325412
2312,1,3,20001205,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,ROBERT HALF INTL INC,RHI,770323103,315213,7363,561320
27928,1,3,20001211,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,INTUIT INC,INTU,461202103,896878,7372,511210
133768,1,3,20001211,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,METLIFE INC,MET,59156R108,1099219,6311,524113
10115,1,3,20001212,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,STRYKER CORP,SYK,863667101,310764,3842,339113
28195,1,3,20010130,20141104,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,JABIL INC,JBL,466313103,898293,3672,334412
135484,1,3,20010227,20170319,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,FRONTIER COMMUNICATIONS CORP,FTR,35906A306,20520,4813,517110
3062,1,3,20010301,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,CINTAS CORP,CTAS,172908105,723254,2320,315220
12635,1,3,20010402,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,FISERV INC,FISV,337738108,798354,7374,518210
11687,1,3,20010625,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,ZIONS BANCORPORATION,ZION,989701107,109380,6020,522110
144066,1,3,20010702,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,ROCKWELL COLLINS INC,COL,774341101,1137411,3728,336413
4560,1,3,20010806,20150708,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,FAMILY DOLLAR STORES,FDO,307000109,34408,5331,452990
144559,1,3,20010807,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,ZIMMER BIOMET HOLDINGS INC,ZBH,98956P102,1136869,3842,339113
31673,1,3,20010830,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,AMERISOURCEBERGEN CORP,ABC,3.073E+108,1140859,5122,424210
24318,1,3,20010904,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,XL GROUP LTD,XL,G98294104,875159,6351,524126
6097,1,3,20010904,20140622,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,INTL GAME TECHNOLOGY,IGT.1,459902102,353944,7990,713210
10277,1,3,20011010,20160630,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,TECO ENERGY INC,TE,872375100,350563,4931,221112
117768,1,3,20011130,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,NVIDIA CORP,NVDA,67066G104,1045810,3674,334413
28733,1,3,20011203,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,EQUITY RESIDENTIAL,EQR,29476L107,906107,6798,531110
61574,1,3,20020102,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,WATERS CORP,WAT,941848103,1000697,3826,334516
15709,1,3,20020117,20160221,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,PLUM CREEK TIMBER CO INC,PCL,729251108,849213,2400,113310
29389,1,3,20020626,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,SIMON PROPERTY GROUP INC,SPG,828806109,1063761,6798,531120
10920,1,3,20020722,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,UNITED PARCEL SERVICE INC,UPS,911312106,1090727,4210,492110
16721,1,3,20020722,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,ELECTRONIC ARTS INC,EA,285512109,712515,7372,511210
114524,1,3,20020722,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,EBAY INC,EBAY,278642103,1065088,7370,519130
114628,1,3,20020722,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,GOLDMAN SACHS GROUP INC,GS,38141G104,886982,6211,523110
143356,1,3,20020722,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,PRUDENTIAL FINANCIAL INC,PRU,744320102,1137774,6311,524113
145701,1,3,20020722,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,PRINCIPAL FINANCIAL GRP INC,PFG,74251V102,1126328,6282,523920
145046,1,3,20020725,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,ANTHEM INC,ANTM,36752103,1156039,6324,524114
140760,1,3,20020814,20180606,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,MONSANTO CO,MON,61166W101,1110783,100,111
62689,5,3,20020821,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,TRAVELERS COS INC,TRV,8.9417E+113,86312,6331,524126
120877,1,3,20020904,20170725,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,REYNOLDS AMERICAN INC,RAI,761713106,1275283,2111,312230
3226,1,3,20021119,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,COMCAST CORP,CMCSA,20030N101,1166691,4841,515210
64166,1,3,20021212,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,QUEST DIAGNOSTICS INC,DGX,74834L100,1022079,8071,621511
9063,1,3,20030224,20170807,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,AUTONATION INC,AN,05329W102,350698,5500,441110
30490,1,3,20030314,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,APARTMENT INVST & MGMT CO,AIV,03748R101,922864,6798,531110
7146,1,3,20030321,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,MCCORMICK & CO INC,MKC,579780206,63754,2090,311942
15855,1,3,20030331,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,SYMANTEC CORP,SYMC,871503108,849399,7372,511210
29984,1,3,20030717,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,PROLOGIS INC,PLD,74340W103,1045609,6798,531120
25356,1,3,20030926,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,EXPRESS SCRIPTS HOLDING CO,ESRX,30219G108,1532063,5912,446110
24468,1,3,20031113,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,BIOGEN INC,BIIB,09062X103,875045,2836,325414
4699,1,3,20040227,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,M & T BANK CORP,MTB,55261F104,36270,6020,522110
63501,1,3,20040401,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,E TRADE FINANCIAL CORP,ETFC,269246401,1015780,6211,523120
7637,1,3,20040423,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,MYLAN NV,MYL,N59465109,1623613,2834,325412
15247,1,3,20040429,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,VALERO ENERGY CORP,VLO,91913Y100,1035002,2911,324110
160255,1,3,20040503,20150902,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,HOSPIRA INC,HSP,441060100,1274057,2834,325412
24856,1,3,20040701,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,GILEAD SCIENCES INC,GILD,375558103,882095,2836,325414
140541,1,3,20040901,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,TAPESTRY INC,TPR,876030107,1116132,3100,316992
14960,1,3,20041101,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,LABORATORY CP OF AMER HLDGS,LH,50540R409,920148,8071,621511
110685,1,3,20041201,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,L3 TECHNOLOGIES INC,LLL,502413107,1039101,3812,334511
12886,4,3,20041220,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,TWENTY-FIRST CENTURY FOX INC,FOXA,90130A101,1308161,4888,515210
63892,1,3,20050314,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,NATIONAL OILWELL VARCO INC,NOV,637071101,1021860,3533,333132
2710,2,3,20050705,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,CONSTELLATION BRANDS,STZ,21036P108,16918,2082,312120
25340,1,3,20050705,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,D R HORTON INC,DHI,23331A109,882184,1531,236117
10793,1,3,20050811,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,TYSON FOODS INC  -CL A,TSN,902494103,100493,2011,311611
11220,1,3,20050812,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,VORNADO REALTY TRUST,VNO,929042109,899689,6798,531120
7620,1,3,20050815,20170725,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,MURPHY OIL CORP,MUR,626717102,717423,1311,211111
10096,1,3,20050819,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,PUBLIC STORAGE,PSA,74460D109,1393311,6798,531130
164708,1,3,20051003,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,AMERIPRISE FINANCIAL INC,AMP,03076C106,820027,6211,523110
6669,1,3,20051004,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,LENNAR CORP,LEN,526057104,920760,1531,236117
25880,1,3,20051011,20180318,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,PATTERSON COMPANIES INC,PDCO,703395103,891024,5047,423450
64768,1,3,20051121,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,AMAZON.COM INC,AMZN,23135106,1018724,5961,454111
158354,1,3,20051202,20151117,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,GENWORTH FINANCIAL INC,GNW,37247D106,1276520,6311,524113
165675,1,3,20060103,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,VIACOM INC,VIAB,92553P201,1339947,4833,515120
24893,1,3,20060103,20170828,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,WHOLE FOODS MARKET INC,WFM,966837106,865436,5411,445110
61567,1,3,20060105,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,LAUDER (ESTEE) COS INC -CL A,EL,518439104,1001250,2844,325620
66368,1,3,20060201,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,VERISIGN INC,VRSN,9.2343E+106,1014473,7370,519130
12788,1,3,20060201,20170315,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,HARMAN INTERNATIONAL INDS,HAR,413086109,800459,3651,334310
27786,1,3,20060303,20180318,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,CHESAPEAKE ENERGY CORP,CHK,165167107,895126,1311,211111
24731,1,3,20060403,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,KIMCO REALTY CORP,KIM,49446R109,879101,6798,531120
64925,1,3,20060403,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,BOSTON PROPERTIES INC,BXP,101121101,1037540,6798,531120
160329,1,3,20060403,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,ALPHABET INC,GOOGL,02079K305,1652044,7370,519130
61513,1,3,20060420,20160512,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,SANDISK CORP,SNDK,80004C101,1000180,3572,334112
6653,1,3,20060424,20161201,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,LEGG MASON INC,LM,524901105,704051,6282,523920
121718,1,3,20060602,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,JUNIPER NETWORKS INC,JNPR,48203R104,1043604,3576,334118
120093,1,3,20060628,20160303,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,CNX RESOURCES CORPORATION,CNX,12653C108,1070412,1311,211111
174490,1,3,20060718,20150406,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,WINDSTREAM HOLDINGS INC,WIN,97382A309,1282266,4813,517110
174729,1,3,20060801,20180530,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,WYNDHAM DESTINATIONS INC,WYND,98310W108,1361658,6531,531390
149070,1,3,20060811,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,CME GROUP INC,CME,12572Q105,1156375,6200,523210
175263,1,3,20061002,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,WESTERN UNION CO,WU,959802109,1365135,6099,522320
13599,1,3,20061106,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,CELGENE CORP,CELG,151020104,816284,2834,325412
165993,1,3,20061110,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,FIDELITY NATIONAL INFO SVCS,FIS,31620M106,1136893,7374,518210
260774,1,3,20061110,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,CBRE GROUP INC,CBRE,12504L109,1138118,6500,531
111864,1,3,20061117,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,COGNIZANT TECH SOLUTIONS,CTSH,192446102,1058290,7370,541512
142460,1,3,20061120,20140921,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,PEABODY ENERGY CORP,BTU,704549203,1064728,1220,212111
12206,1,3,20061204,20150728,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,DIRECTV,DTV.2,25490A309,1465112,4841,515210
176282,1,3,20070103,20170227,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,SPECTRA ENERGY CORP,SE.7,847560109,1373835,4923,221210
29875,1,3,20070110,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,AVALONBAY COMMUNITIES INC,AVB,53484101,915912,6798,531110
64891,1,3,20070202,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,RALPH LAUREN CORP,RL,751212101,1037038,2320,31522
11115,1,3,20070212,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,VARIAN MEDICAL SYSTEMS INC,VAR,92220P105,203527,3845,334510
122015,1,3,20070215,20151102,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,HUDSON CITY BANCORP INC,HCBK,443683107,921847,6035,522120
11555,1,3,20070222,20150630,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,INTEGRYS HOLDING INC,WEC3,45822P105,916863,4931,2211
65609,1,3,20070302,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,C H ROBINSON WORLDWIDE INC,CHRW,12541W209,1043277,4213,484121
7063,1,3,20070320,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,HOST HOTELS & RESORTS INC,HST,44107P104,1070750,6798,531120
63643,1,3,20070329,20131222,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,ABERCROMBIE & FITCH  -CL A,ANF,2896207,1018840,5651,448140
142953,1,3,20070402,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,MONDELEZ INTERNATIONAL INC,MDLZ,609207105,1103982,2000,311
157057,1,3,20070410,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,ASSURANT INC,AIZ,04621X108,1267238,6351,524126
8717,1,3,20070601,20160131,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,PRECISION CASTPARTS CORP,PCP,740189105,79958,3728,336413
177376,2,3,20070702,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,DISCOVER FINANCIAL SVCS,DFS,254709108,1393612,6141,522210
